"C","AL_Birmingham_C17_C_31_Aves_all_observations",10,"Birmingham","Birmingham, AL"
"C","AL_Birmingham_C18_C_32_Aves_all_observations",21,"Birmingham","Birmingham, AL"
"C","AL_Birmingham_C2_C_34_Aves_all_observations",6,"Birmingham","Birmingham, AL"
"C","AL_Birmingham_C20_C_35_Aves_all_observations",1194,"Birmingham","Birmingham, AL"
"C","AL_Birmingham_C3_C_36_Aves_all_observations",1284,"Birmingham","Birmingham, AL"
"C","AL_Birmingham_C6_C_39_Aves_all_observations",166,"Birmingham","Birmingham, AL"
"C","AL_Birmingham_C7_C_40_Aves_all_observations",5,"Birmingham","Birmingham, AL"
"C","AL_Birmingham_C8_C_41_Aves_all_observations",262,"Birmingham","Birmingham, AL"
"C","AL_Birmingham_C9_C_42_Aves_all_observations",59,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D1_D_43_Aves_all_observations",365,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D10_D_44_Aves_all_observations",359,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D11_D_45_Aves_all_observations",723,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D12_D_46_Aves_all_observations",2,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D14_D_48_Aves_all_observations",2680,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D15_D_49_Aves_all_observations",6,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D16_D_50_Aves_all_observations",1,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D16_D_52_Aves_all_observations",1,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D16_D_53_Aves_all_observations",2,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D17_D_54_Aves_all_observations",18,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D19_D_57_Aves_all_observations",9,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D2_D_58_Aves_all_observations",357,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D20_D_59_Aves_all_observations",1,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D20_D_60_Aves_all_observations",1,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D3_D_62_Aves_all_observations",10,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D3_D_63_Aves_all_observations",4,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D4_D_64_Aves_all_observations",1150,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D5_D_65_Aves_all_observations",313,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D5_D_66_Aves_all_observations",15,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D6_D_67_Aves_all_observations",99,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D7_D_68_Aves_all_observations",169,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D8_D_69_Aves_all_observations",1809,"Birmingham","Birmingham, AL"
"D","AL_Birmingham_D9_D_70_Aves_all_observations",2,"Birmingham","Birmingham, AL"
"A","AL_Mobile_A6_A_76_Aves_all_observations",1,"Mobile","Mobile, AL"
"B","AL_Mobile_B2_B_78_Aves_all_observations",1,"Mobile","Mobile, AL"
"B","AL_Mobile_B3_B_79_Aves_all_observations",1,"Mobile","Mobile, AL"
"B","AL_Mobile_B4_B_80_Aves_all_observations",16,"Mobile","Mobile, AL"
"B","AL_Mobile_B5_B_81_Aves_all_observations",72,"Mobile","Mobile, AL"
"B","AL_Mobile_B6_B_82_Aves_all_observations",1,"Mobile","Mobile, AL"
"B","AL_Mobile_B7_B_84_Aves_all_observations",1,"Mobile","Mobile, AL"
"B","AL_Mobile_B8_B_85_Aves_all_observations",1,"Mobile","Mobile, AL"
"C","AL_Mobile_C1_C_86_Aves_all_observations",348,"Mobile","Mobile, AL"
"C","AL_Mobile_C2_C_87_Aves_all_observations",70,"Mobile","Mobile, AL"
"C","AL_Mobile_C3_C_88_Aves_all_observations",207,"Mobile","Mobile, AL"
"C","AL_Mobile_C4_C_89_Aves_all_observations",48,"Mobile","Mobile, AL"
"C","AL_Mobile_C5_C_90_Aves_all_observations",2,"Mobile","Mobile, AL"
"C","AL_Mobile_C6_C_91_Aves_all_observations",133,"Mobile","Mobile, AL"
"C","AL_Mobile_C7_C_92_Aves_all_observations",4,"Mobile","Mobile, AL"
"C","AL_Mobile_C7_C_93_Aves_all_observations",5,"Mobile","Mobile, AL"
"C","AL_Mobile_C7_C_94_Aves_all_observations",1,"Mobile","Mobile, AL"
"D","AL_Mobile_D1_D_95_Aves_all_observations",16,"Mobile","Mobile, AL"
"D","AL_Mobile_D2_D_96_Aves_all_observations",6,"Mobile","Mobile, AL"
"D","AL_Mobile_D2_D_97_Aves_all_observations",12,"Mobile","Mobile, AL"
"D","AL_Mobile_D3_D_100_Aves_all_observations",4,"Mobile","Mobile, AL"
"D","AL_Mobile_D4_D_101_Aves_all_observations",17,"Mobile","Mobile, AL"
"D","AL_Mobile_D5_D_102_Aves_all_observations",971,"Mobile","Mobile, AL"
"D","AL_Mobile_D6_D_104_Aves_all_observations",7,"Mobile","Mobile, AL"
"D","AL_Mobile_D6_D_105_Aves_all_observations",39,"Mobile","Mobile, AL"
"D","AL_Mobile_D6_D_107_Aves_all_observations",63,"Mobile","Mobile, AL"
"D","AL_Mobile_D6_D_109_Aves_all_observations",446,"Mobile","Mobile, AL"
"B","AL_Mobile_NA_B_112_Aves_all_observations",1,"Mobile","Mobile, AL"
"B","AL_Mobile_NA_B_116_Aves_all_observations",1,"Mobile","Mobile, AL"
"B","AL_Mobile_NA_B_117_Aves_all_observations",63,"Mobile","Mobile, AL"
"C","AL_Mobile_NA_C_114_Aves_all_observations",163,"Mobile","Mobile, AL"
"A","AL_Montgomery_A1_A_118_Aves_all_observations",406,"Montgomery","Montgomery, AL"
"A","AL_Montgomery_A2_A_119_Aves_all_observations",355,"Montgomery","Montgomery, AL"
"B","AL_Montgomery_B1_B_122_Aves_all_observations",1,"Montgomery","Montgomery, AL"
"B","AL_Montgomery_B2_B_123_Aves_all_observations",34,"Montgomery","Montgomery, AL"
"B","AL_Montgomery_B3_B_124_Aves_all_observations",121,"Montgomery","Montgomery, AL"
"B","AL_Montgomery_B3_B_125_Aves_all_observations",21,"Montgomery","Montgomery, AL"
"C","AL_Montgomery_C1_C_126_Aves_all_observations",591,"Montgomery","Montgomery, AL"
"C","AL_Montgomery_C2_C_127_Aves_all_observations",66,"Montgomery","Montgomery, AL"
"C","AL_Montgomery_C3_C_128_Aves_all_observations",42,"Montgomery","Montgomery, AL"
"C","AL_Montgomery_C4_C_130_Aves_all_observations",2,"Montgomery","Montgomery, AL"
"C","AL_Montgomery_C6_C_132_Aves_all_observations",20,"Montgomery","Montgomery, AL"
"D","AL_Montgomery_D1_D_133_Aves_all_observations",147,"Montgomery","Montgomery, AL"
"D","AL_Montgomery_D2_D_134_Aves_all_observations",39,"Montgomery","Montgomery, AL"
"D","AL_Montgomery_D3_D_135_Aves_all_observations",23,"Montgomery","Montgomery, AL"
"D","AL_Montgomery_D4_D_136_Aves_all_observations",11970,"Montgomery","Montgomery, AL"
"D","AL_Montgomery_D5_D_137_Aves_all_observations",770,"Montgomery","Montgomery, AL"
"D","AL_Montgomery_D6_D_138_Aves_all_observations",169,"Montgomery","Montgomery, AL"
"D","AL_Montgomery_D7_D_140_Aves_all_observations",2485,"Montgomery","Montgomery, AL"
"A","AR_Little Rock_A1_A_141_Aves_all_observations",1362,"Little Rock","Little Rock, AR"
"A","AR_Little Rock_A2_A_142_Aves_all_observations",10537,"Little Rock","Little Rock, AR"
"A","AR_Little Rock_A3_A_143_Aves_all_observations",8,"Little Rock","Little Rock, AR"
"A","AR_Little Rock_A4_A_144_Aves_all_observations",68,"Little Rock","Little Rock, AR"
"A","AR_Little Rock_A5_A_145_Aves_all_observations",1435,"Little Rock","Little Rock, AR"
"B","AR_Little Rock_B1_B_146_Aves_all_observations",28,"Little Rock","Little Rock, AR"
"B","AR_Little Rock_B10_B_147_Aves_all_observations",2469,"Little Rock","Little Rock, AR"
"B","AR_Little Rock_B11_B_148_Aves_all_observations",31,"Little Rock","Little Rock, AR"
"B","AR_Little Rock_B2_B_150_Aves_all_observations",1258,"Little Rock","Little Rock, AR"
"B","AR_Little Rock_B3_B_151_Aves_all_observations",37710,"Little Rock","Little Rock, AR"
"B","AR_Little Rock_B4_B_152_Aves_all_observations",32,"Little Rock","Little Rock, AR"
"B","AR_Little Rock_B5_B_153_Aves_all_observations",205,"Little Rock","Little Rock, AR"
"B","AR_Little Rock_B6_B_154_Aves_all_observations",106,"Little Rock","Little Rock, AR"
"B","AR_Little Rock_B7_B_155_Aves_all_observations",236,"Little Rock","Little Rock, AR"
"B","AR_Little Rock_B8_B_156_Aves_all_observations",6,"Little Rock","Little Rock, AR"
"B","AR_Little Rock_B9_B_157_Aves_all_observations",1,"Little Rock","Little Rock, AR"
"C","AR_Little Rock_C1_C_158_Aves_all_observations",1030,"Little Rock","Little Rock, AR"
"C","AR_Little Rock_C10_C_159_Aves_all_observations",2,"Little Rock","Little Rock, AR"
"C","AR_Little Rock_C2_C_160_Aves_all_observations",6094,"Little Rock","Little Rock, AR"
"C","AR_Little Rock_C3_C_161_Aves_all_observations",260,"Little Rock","Little Rock, AR"
"C","AR_Little Rock_C4_C_162_Aves_all_observations",63,"Little Rock","Little Rock, AR"
"C","AR_Little Rock_C5_C_163_Aves_all_observations",1,"Little Rock","Little Rock, AR"
"C","AR_Little Rock_C6_C_164_Aves_all_observations",241,"Little Rock","Little Rock, AR"
"C","AR_Little Rock_C7_C_165_Aves_all_observations",7,"Little Rock","Little Rock, AR"
"D","AR_Little Rock_D1_D_168_Aves_all_observations",41,"Little Rock","Little Rock, AR"
"D","AR_Little Rock_D2_D_169_Aves_all_observations",169,"Little Rock","Little Rock, AR"
"D","AR_Little Rock_D3_D_170_Aves_all_observations",316,"Little Rock","Little Rock, AR"
"D","AR_Little Rock_D4_D_171_Aves_all_observations",89,"Little Rock","Little Rock, AR"
"D","AR_Little Rock_D6_D_174_Aves_all_observations",7,"Little Rock","Little Rock, AR"
"D","AR_Little Rock_D7_D_175_Aves_all_observations",14,"Little Rock","Little Rock, AR"
"D","AR_Little Rock_D8_D_176_Aves_all_observations",62,"Little Rock","Little Rock, AR"
"A","AZ_Phoenix_A1_A_177_Aves_all_observations",131,"Phoenix","Phoenix, AZ"
"A","AZ_Phoenix_A2_A_178_Aves_all_observations",1101,"Phoenix","Phoenix, AZ"
"A","AZ_Phoenix_A3_A_179_Aves_all_observations",203,"Phoenix","Phoenix, AZ"
"A","AZ_Phoenix_A4_A_180_Aves_all_observations",34,"Phoenix","Phoenix, AZ"
"A","AZ_Phoenix_A5_A_181_Aves_all_observations",266,"Phoenix","Phoenix, AZ"
"B","AZ_Phoenix_B1_B_182_Aves_all_observations",203,"Phoenix","Phoenix, AZ"
"B","AZ_Phoenix_B2_B_183_Aves_all_observations",66,"Phoenix","Phoenix, AZ"
"B","AZ_Phoenix_B3_B_184_Aves_all_observations",97,"Phoenix","Phoenix, AZ"
"B","AZ_Phoenix_B4_B_185_Aves_all_observations",1154,"Phoenix","Phoenix, AZ"
"B","AZ_Phoenix_B5_B_186_Aves_all_observations",104,"Phoenix","Phoenix, AZ"
"B","AZ_Phoenix_B6_B_187_Aves_all_observations",139,"Phoenix","Phoenix, AZ"
"B","AZ_Phoenix_B7_B_188_Aves_all_observations",408,"Phoenix","Phoenix, AZ"
"B","AZ_Phoenix_B8_B_189_Aves_all_observations",67,"Phoenix","Phoenix, AZ"
"C","AZ_Phoenix_C1_C_190_Aves_all_observations",490,"Phoenix","Phoenix, AZ"
"C","AZ_Phoenix_C2_C_191_Aves_all_observations",888,"Phoenix","Phoenix, AZ"
"C","AZ_Phoenix_C3_C_192_Aves_all_observations",479,"Phoenix","Phoenix, AZ"
"C","AZ_Phoenix_C4_C_193_Aves_all_observations",1199,"Phoenix","Phoenix, AZ"
"D","AZ_Phoenix_D1_D_194_Aves_all_observations",5,"Phoenix","Phoenix, AZ"
"D","AZ_Phoenix_D2_D_195_Aves_all_observations",693,"Phoenix","Phoenix, AZ"
"D","AZ_Phoenix_D3_D_196_Aves_all_observations",7,"Phoenix","Phoenix, AZ"
"D","AZ_Phoenix_D4_D_197_Aves_all_observations",111,"Phoenix","Phoenix, AZ"
"D","AZ_Phoenix_D5_D_198_Aves_all_observations",247,"Phoenix","Phoenix, AZ"
"D","AZ_Phoenix_D6_D_199_Aves_all_observations",55,"Phoenix","Phoenix, AZ"
"D","AZ_Phoenix_D7_D_200_Aves_all_observations",3,"Phoenix","Phoenix, AZ"
"A","CA_Fresno_A1_A_202_Aves_all_observations",136,"Fresno","Fresno, CA"
"A","CA_Fresno_A2_A_203_Aves_all_observations",14,"Fresno","Fresno, CA"
"B","CA_Fresno_B1_B_204_Aves_all_observations",27,"Fresno","Fresno, CA"
"B","CA_Fresno_B2_B_205_Aves_all_observations",541,"Fresno","Fresno, CA"
"B","CA_Fresno_B3_B_207_Aves_all_observations",3,"Fresno","Fresno, CA"
"B","CA_Fresno_B4_B_210_Aves_all_observations",1401,"Fresno","Fresno, CA"
"B","CA_Fresno_B5_B_211_Aves_all_observations",2,"Fresno","Fresno, CA"
"C","CA_Fresno_C2_C_213_Aves_all_observations",319,"Fresno","Fresno, CA"
"C","CA_Fresno_C3_C_214_Aves_all_observations",660,"Fresno","Fresno, CA"
"C","CA_Fresno_C4_C_215_Aves_all_observations",998,"Fresno","Fresno, CA"
"C","CA_Fresno_C4_C_216_Aves_all_observations",754,"Fresno","Fresno, CA"
"C","CA_Fresno_C5_C_217_Aves_all_observations",1,"Fresno","Fresno, CA"
"C","CA_Fresno_C5_C_218_Aves_all_observations",6,"Fresno","Fresno, CA"
"C","CA_Fresno_C6_C_219_Aves_all_observations",7,"Fresno","Fresno, CA"
"C","CA_Fresno_C7_C_220_Aves_all_observations",7,"Fresno","Fresno, CA"
"C","CA_Fresno_C8_C_221_Aves_all_observations",1,"Fresno","Fresno, CA"
"C","CA_Fresno_C9_C_222_Aves_all_observations",14,"Fresno","Fresno, CA"
"D","CA_Fresno_D1_D_224_Aves_all_observations",8,"Fresno","Fresno, CA"
"D","CA_Fresno_D2_D_225_Aves_all_observations",7,"Fresno","Fresno, CA"
"D","CA_Fresno_D3_D_227_Aves_all_observations",6,"Fresno","Fresno, CA"
"D","CA_Fresno_D4_D_228_Aves_all_observations",21,"Fresno","Fresno, CA"
"D","CA_Fresno_D5_D_229_Aves_all_observations",2,"Fresno","Fresno, CA"
"D","CA_Fresno_D6_D_230_Aves_all_observations",80,"Fresno","Fresno, CA"
"D","CA_Fresno_D7_D_231_Aves_all_observations",1,"Fresno","Fresno, CA"
"D","CA_Fresno_D8_D_232_Aves_all_observations",6,"Fresno","Fresno, CA"
"A","CA_Los Angeles_A1_A_233_Aves_all_observations",1334,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A10_A_234_Aves_all_observations",4865,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A11_A_235_Aves_all_observations",636,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A12_A_236_Aves_all_observations",1853,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A13_A_237_Aves_all_observations",11559,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A14_A_239_Aves_all_observations",468,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A15_A_240_Aves_all_observations",1353,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A16_A_241_Aves_all_observations",1107,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A17_A_243_Aves_all_observations",108,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A18_A_244_Aves_all_observations",1602,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A19_A_245_Aves_all_observations",24,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A2_A_246_Aves_all_observations",872,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A20_A_247_Aves_all_observations",1286,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A21_A_248_Aves_all_observations",77520,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A22_A_249_Aves_all_observations",27,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A23_A_250_Aves_all_observations",16,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A25_A_252_Aves_all_observations",140,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A26_A_253_Aves_all_observations",122,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A27_A_254_Aves_all_observations",101,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A28_A_255_Aves_all_observations",114,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A29_A_256_Aves_all_observations",353,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A3_A_257_Aves_all_observations",159,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A30_A_258_Aves_all_observations",8566,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A31_A_259_Aves_all_observations",1111,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A32_A_260_Aves_all_observations",172,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A33_A_261_Aves_all_observations",571,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A34_A_262_Aves_all_observations",40,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A35_A_263_Aves_all_observations",792,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A36_A_264_Aves_all_observations",62,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A37_A_265_Aves_all_observations",6078,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A38_A_266_Aves_all_observations",157,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A38_A_267_Aves_all_observations",275,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A39_A_268_Aves_all_observations",12,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A4_A_269_Aves_all_observations",22559,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A40_A_270_Aves_all_observations",420,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A41_A_271_Aves_all_observations",4726,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A42_A_272_Aves_all_observations",78,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A43_A_273_Aves_all_observations",2582,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A46_A_274_Aves_all_observations",600,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A47_A_275_Aves_all_observations",50,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A48_A_276_Aves_all_observations",8,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A49_A_277_Aves_all_observations",2,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A5_A_278_Aves_all_observations",181,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A50_A_279_Aves_all_observations",9,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A51_A_280_Aves_all_observations",57,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A52_A_281_Aves_all_observations",248,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A53_A_282_Aves_all_observations",17,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A54_A_283_Aves_all_observations",4,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A55_A_284_Aves_all_observations",740,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A56_A_285_Aves_all_observations",353,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A58_A_286_Aves_all_observations",155,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A59_A_287_Aves_all_observations",17452,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A6_A_288_Aves_all_observations",732,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A60_A_289_Aves_all_observations",685,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A7_A_290_Aves_all_observations",200,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A8_A_291_Aves_all_observations",5696,"Los Angeles","Los Angeles, CA"
"A","CA_Los Angeles_A9_A_292_Aves_all_observations",6231,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B1_B_293_Aves_all_observations",3,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B10_B_294_Aves_all_observations",120,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B100_B_295_Aves_all_observations",40,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B101_B_296_Aves_all_observations",289,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B102_B_297_Aves_all_observations",13,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B103_B_298_Aves_all_observations",48,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B104_B_299_Aves_all_observations",16,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B105_B_300_Aves_all_observations",44,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B106_B_301_Aves_all_observations",1760,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B107_B_302_Aves_all_observations",46,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B108_B_303_Aves_all_observations",1,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B109_B_304_Aves_all_observations",36,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B11_B_305_Aves_all_observations",585,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B110_B_306_Aves_all_observations",4,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B111_B_307_Aves_all_observations",31,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B112_B_308_Aves_all_observations",4,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B113_B_309_Aves_all_observations",4,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B114_B_310_Aves_all_observations",44,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B115_B_311_Aves_all_observations",1356,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B116_B_312_Aves_all_observations",41,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B117_B_313_Aves_all_observations",2608,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B118_B_314_Aves_all_observations",6303,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B119_B_315_Aves_all_observations",3,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B119_B_316_Aves_all_observations",46,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B12_B_317_Aves_all_observations",186,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B120_B_318_Aves_all_observations",100,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B121_B_319_Aves_all_observations",159,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B122_B_320_Aves_all_observations",49,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B13_B_321_Aves_all_observations",432,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B14_B_322_Aves_all_observations",629,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B15_B_323_Aves_all_observations",450,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B16_B_324_Aves_all_observations",3405,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B17_B_325_Aves_all_observations",171,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B18_B_326_Aves_all_observations",32,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B19_B_327_Aves_all_observations",210,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B2_B_328_Aves_all_observations",27,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B20_B_329_Aves_all_observations",25,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B21_B_330_Aves_all_observations",304,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B22_B_331_Aves_all_observations",156,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B23_B_332_Aves_all_observations",666,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B24_B_333_Aves_all_observations",133,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B25_B_334_Aves_all_observations",2489,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B26_B_335_Aves_all_observations",7006,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B27_B_336_Aves_all_observations",361,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B28_B_337_Aves_all_observations",1135,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B29_B_338_Aves_all_observations",419,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B3_B_339_Aves_all_observations",875,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B30_B_340_Aves_all_observations",908,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B31_B_341_Aves_all_observations",1384,"Los Angeles","Los Angeles, CA"
"B","CA_Los Angeles_B32_B_342_Aves_all_observations",290,"Los Angeles","Los Angeles, CA"
