"ebird",12,"AL_Birmingham_B7_B_17_Aves_all_observations"
"other",0,"AL_Birmingham_B7_B_17_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_B7_B_17_Aves_all_observations"
"ebird",181,"AL_Birmingham_B9_B_19_Aves_all_observations"
"other",0,"AL_Birmingham_B9_B_19_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_B9_B_19_Aves_all_observations"
"ebird",2,"AL_Birmingham_C1_C_22_Aves_all_observations"
"other",0,"AL_Birmingham_C1_C_22_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_C1_C_22_Aves_all_observations"
"ebird",2173,"AL_Birmingham_C10_C_23_Aves_all_observations"
"iNaturalist",11,"AL_Birmingham_C10_C_23_Aves_all_observations"
"other",44,"AL_Birmingham_C10_C_23_Aves_all_observations"
"ebird",534,"AL_Birmingham_C11_C_24_Aves_all_observations"
"iNaturalist",4,"AL_Birmingham_C11_C_24_Aves_all_observations"
"other",71,"AL_Birmingham_C11_C_24_Aves_all_observations"
"ebird",14119,"AL_Birmingham_C12_C_25_Aves_all_observations"
"iNaturalist",269,"AL_Birmingham_C12_C_25_Aves_all_observations"
"other",149,"AL_Birmingham_C12_C_25_Aves_all_observations"
"ebird",281,"AL_Birmingham_C13_C_26_Aves_all_observations"
"iNaturalist",2,"AL_Birmingham_C13_C_26_Aves_all_observations"
"other",1,"AL_Birmingham_C13_C_26_Aves_all_observations"
"ebird",3,"AL_Birmingham_C14_C_27_Aves_all_observations"
"other",0,"AL_Birmingham_C14_C_27_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_C14_C_27_Aves_all_observations"
"ebird",12,"AL_Birmingham_C15_C_28_Aves_all_observations"
"other",0,"AL_Birmingham_C15_C_28_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_C15_C_28_Aves_all_observations"
"ebird",2,"AL_Birmingham_C16_C_30_Aves_all_observations"
"other",1,"AL_Birmingham_C16_C_30_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_C16_C_30_Aves_all_observations"
"ebird",8,"AL_Birmingham_C17_C_31_Aves_all_observations"
"other",0,"AL_Birmingham_C17_C_31_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_C17_C_31_Aves_all_observations"
"ebird",21,"AL_Birmingham_C18_C_32_Aves_all_observations"
"other",0,"AL_Birmingham_C18_C_32_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_C18_C_32_Aves_all_observations"
"ebird",6,"AL_Birmingham_C2_C_34_Aves_all_observations"
"other",0,"AL_Birmingham_C2_C_34_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_C2_C_34_Aves_all_observations"
"ebird",975,"AL_Birmingham_C20_C_35_Aves_all_observations"
"other",0,"AL_Birmingham_C20_C_35_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_C20_C_35_Aves_all_observations"
"ebird",858,"AL_Birmingham_C3_C_36_Aves_all_observations"
"iNaturalist",14,"AL_Birmingham_C3_C_36_Aves_all_observations"
"other",35,"AL_Birmingham_C3_C_36_Aves_all_observations"
"ebird",122,"AL_Birmingham_C6_C_39_Aves_all_observations"
"iNaturalist",1,"AL_Birmingham_C6_C_39_Aves_all_observations"
"other",0,"AL_Birmingham_C6_C_39_Aves_all_observations"
"ebird",5,"AL_Birmingham_C7_C_40_Aves_all_observations"
"other",0,"AL_Birmingham_C7_C_40_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_C7_C_40_Aves_all_observations"
"ebird",262,"AL_Birmingham_C8_C_41_Aves_all_observations"
"other",0,"AL_Birmingham_C8_C_41_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_C8_C_41_Aves_all_observations"
"ebird",27,"AL_Birmingham_C9_C_42_Aves_all_observations"
"iNaturalist",2,"AL_Birmingham_C9_C_42_Aves_all_observations"
"other",0,"AL_Birmingham_C9_C_42_Aves_all_observations"
"ebird",215,"AL_Birmingham_D1_D_43_Aves_all_observations"
"iNaturalist",2,"AL_Birmingham_D1_D_43_Aves_all_observations"
"other",0,"AL_Birmingham_D1_D_43_Aves_all_observations"
"ebird",287,"AL_Birmingham_D10_D_44_Aves_all_observations"
"iNaturalist",2,"AL_Birmingham_D10_D_44_Aves_all_observations"
"other",0,"AL_Birmingham_D10_D_44_Aves_all_observations"
"ebird",2,"AL_Birmingham_D11_D_45_Aves_all_observations"
"other",0,"AL_Birmingham_D11_D_45_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_D11_D_45_Aves_all_observations"
"other",0,"AL_Birmingham_D12_D_46_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_D12_D_46_Aves_all_observations"
"ebird",0,"AL_Birmingham_D12_D_46_Aves_all_observations"
"ebird",2482,"AL_Birmingham_D14_D_48_Aves_all_observations"
"iNaturalist",4,"AL_Birmingham_D14_D_48_Aves_all_observations"
"other",0,"AL_Birmingham_D14_D_48_Aves_all_observations"
"iNaturalist",3,"AL_Birmingham_D15_D_49_Aves_all_observations"
"other",1,"AL_Birmingham_D15_D_49_Aves_all_observations"
"ebird",0,"AL_Birmingham_D15_D_49_Aves_all_observations"
"ebird",1,"AL_Birmingham_D16_D_50_Aves_all_observations"
"other",0,"AL_Birmingham_D16_D_50_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_D16_D_50_Aves_all_observations"
"iNaturalist",1,"AL_Birmingham_D16_D_52_Aves_all_observations"
"other",0,"AL_Birmingham_D16_D_52_Aves_all_observations"
"ebird",0,"AL_Birmingham_D16_D_52_Aves_all_observations"
"iNaturalist",1,"AL_Birmingham_D16_D_53_Aves_all_observations"
"other",0,"AL_Birmingham_D16_D_53_Aves_all_observations"
"ebird",0,"AL_Birmingham_D16_D_53_Aves_all_observations"
"ebird",13,"AL_Birmingham_D17_D_54_Aves_all_observations"
"other",0,"AL_Birmingham_D17_D_54_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_D17_D_54_Aves_all_observations"
"other",0,"AL_Birmingham_D19_D_57_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_D19_D_57_Aves_all_observations"
"ebird",0,"AL_Birmingham_D19_D_57_Aves_all_observations"
"ebird",241,"AL_Birmingham_D2_D_58_Aves_all_observations"
"iNaturalist",6,"AL_Birmingham_D2_D_58_Aves_all_observations"
"other",3,"AL_Birmingham_D2_D_58_Aves_all_observations"
"other",0,"AL_Birmingham_D20_D_59_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_D20_D_59_Aves_all_observations"
"ebird",0,"AL_Birmingham_D20_D_59_Aves_all_observations"
"iNaturalist",1,"AL_Birmingham_D20_D_60_Aves_all_observations"
"other",0,"AL_Birmingham_D20_D_60_Aves_all_observations"
"ebird",0,"AL_Birmingham_D20_D_60_Aves_all_observations"
"ebird",1,"AL_Birmingham_D3_D_62_Aves_all_observations"
"other",2,"AL_Birmingham_D3_D_62_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_D3_D_62_Aves_all_observations"
"ebird",2,"AL_Birmingham_D3_D_63_Aves_all_observations"
"other",0,"AL_Birmingham_D3_D_63_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_D3_D_63_Aves_all_observations"
"ebird",731,"AL_Birmingham_D4_D_64_Aves_all_observations"
"iNaturalist",1,"AL_Birmingham_D4_D_64_Aves_all_observations"
"other",13,"AL_Birmingham_D4_D_64_Aves_all_observations"
"ebird",242,"AL_Birmingham_D5_D_65_Aves_all_observations"
"iNaturalist",13,"AL_Birmingham_D5_D_65_Aves_all_observations"
"other",0,"AL_Birmingham_D5_D_65_Aves_all_observations"
"ebird",12,"AL_Birmingham_D5_D_66_Aves_all_observations"
"iNaturalist",1,"AL_Birmingham_D5_D_66_Aves_all_observations"
"other",0,"AL_Birmingham_D5_D_66_Aves_all_observations"
"ebird",52,"AL_Birmingham_D6_D_67_Aves_all_observations"
"iNaturalist",2,"AL_Birmingham_D6_D_67_Aves_all_observations"
"other",2,"AL_Birmingham_D6_D_67_Aves_all_observations"
"ebird",104,"AL_Birmingham_D7_D_68_Aves_all_observations"
"iNaturalist",2,"AL_Birmingham_D7_D_68_Aves_all_observations"
"other",0,"AL_Birmingham_D7_D_68_Aves_all_observations"
"ebird",1603,"AL_Birmingham_D8_D_69_Aves_all_observations"
"iNaturalist",4,"AL_Birmingham_D8_D_69_Aves_all_observations"
"other",0,"AL_Birmingham_D8_D_69_Aves_all_observations"
"other",0,"AL_Birmingham_D9_D_70_Aves_all_observations"
"iNaturalist",0,"AL_Birmingham_D9_D_70_Aves_all_observations"
"ebird",0,"AL_Birmingham_D9_D_70_Aves_all_observations"
"other",0,"AL_Mobile_A6_A_76_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_A6_A_76_Aves_all_observations"
"ebird",0,"AL_Mobile_A6_A_76_Aves_all_observations"
"other",0,"AL_Mobile_B2_B_78_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_B2_B_78_Aves_all_observations"
"ebird",0,"AL_Mobile_B2_B_78_Aves_all_observations"
"ebird",1,"AL_Mobile_B3_B_79_Aves_all_observations"
"other",0,"AL_Mobile_B3_B_79_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_B3_B_79_Aves_all_observations"
"ebird",16,"AL_Mobile_B4_B_80_Aves_all_observations"
"other",0,"AL_Mobile_B4_B_80_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_B4_B_80_Aves_all_observations"
"other",0,"AL_Mobile_B5_B_81_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_B5_B_81_Aves_all_observations"
"ebird",0,"AL_Mobile_B5_B_81_Aves_all_observations"
"iNaturalist",1,"AL_Mobile_B6_B_82_Aves_all_observations"
"other",0,"AL_Mobile_B6_B_82_Aves_all_observations"
"ebird",0,"AL_Mobile_B6_B_82_Aves_all_observations"
"iNaturalist",1,"AL_Mobile_B7_B_84_Aves_all_observations"
"other",0,"AL_Mobile_B7_B_84_Aves_all_observations"
"ebird",0,"AL_Mobile_B7_B_84_Aves_all_observations"
"iNaturalist",1,"AL_Mobile_B8_B_85_Aves_all_observations"
"other",0,"AL_Mobile_B8_B_85_Aves_all_observations"
"ebird",0,"AL_Mobile_B8_B_85_Aves_all_observations"
"ebird",234,"AL_Mobile_C1_C_86_Aves_all_observations"
"other",0,"AL_Mobile_C1_C_86_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_C1_C_86_Aves_all_observations"
"ebird",53,"AL_Mobile_C2_C_87_Aves_all_observations"
"other",0,"AL_Mobile_C2_C_87_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_C2_C_87_Aves_all_observations"
"ebird",202,"AL_Mobile_C3_C_88_Aves_all_observations"
"iNaturalist",1,"AL_Mobile_C3_C_88_Aves_all_observations"
"other",0,"AL_Mobile_C3_C_88_Aves_all_observations"
"ebird",13,"AL_Mobile_C4_C_89_Aves_all_observations"
"other",0,"AL_Mobile_C4_C_89_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_C4_C_89_Aves_all_observations"
"other",0,"AL_Mobile_C5_C_90_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_C5_C_90_Aves_all_observations"
"ebird",0,"AL_Mobile_C5_C_90_Aves_all_observations"
"ebird",30,"AL_Mobile_C6_C_91_Aves_all_observations"
"other",0,"AL_Mobile_C6_C_91_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_C6_C_91_Aves_all_observations"
"ebird",4,"AL_Mobile_C7_C_92_Aves_all_observations"
"other",0,"AL_Mobile_C7_C_92_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_C7_C_92_Aves_all_observations"
"ebird",4,"AL_Mobile_C7_C_93_Aves_all_observations"
"other",1,"AL_Mobile_C7_C_93_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_C7_C_93_Aves_all_observations"
"iNaturalist",1,"AL_Mobile_C7_C_94_Aves_all_observations"
"other",0,"AL_Mobile_C7_C_94_Aves_all_observations"
"ebird",0,"AL_Mobile_C7_C_94_Aves_all_observations"
"ebird",5,"AL_Mobile_D1_D_95_Aves_all_observations"
"other",0,"AL_Mobile_D1_D_95_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_D1_D_95_Aves_all_observations"
"ebird",4,"AL_Mobile_D2_D_96_Aves_all_observations"
"other",0,"AL_Mobile_D2_D_96_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_D2_D_96_Aves_all_observations"
"ebird",2,"AL_Mobile_D2_D_97_Aves_all_observations"
"iNaturalist",1,"AL_Mobile_D2_D_97_Aves_all_observations"
"other",0,"AL_Mobile_D2_D_97_Aves_all_observations"
"ebird",4,"AL_Mobile_D3_D_100_Aves_all_observations"
"other",0,"AL_Mobile_D3_D_100_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_D3_D_100_Aves_all_observations"
"ebird",11,"AL_Mobile_D4_D_101_Aves_all_observations"
"other",6,"AL_Mobile_D4_D_101_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_D4_D_101_Aves_all_observations"
"ebird",951,"AL_Mobile_D5_D_102_Aves_all_observations"
"other",4,"AL_Mobile_D5_D_102_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_D5_D_102_Aves_all_observations"
"ebird",7,"AL_Mobile_D6_D_104_Aves_all_observations"
"other",0,"AL_Mobile_D6_D_104_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_D6_D_104_Aves_all_observations"
"ebird",29,"AL_Mobile_D6_D_105_Aves_all_observations"
"other",8,"AL_Mobile_D6_D_105_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_D6_D_105_Aves_all_observations"
"other",0,"AL_Mobile_D6_D_107_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_D6_D_107_Aves_all_observations"
"ebird",0,"AL_Mobile_D6_D_107_Aves_all_observations"
"ebird",434,"AL_Mobile_D6_D_109_Aves_all_observations"
"other",1,"AL_Mobile_D6_D_109_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_D6_D_109_Aves_all_observations"
"iNaturalist",1,"AL_Mobile_NA_B_112_Aves_all_observations"
"other",0,"AL_Mobile_NA_B_112_Aves_all_observations"
"ebird",0,"AL_Mobile_NA_B_112_Aves_all_observations"
"iNaturalist",1,"AL_Mobile_NA_B_116_Aves_all_observations"
"other",0,"AL_Mobile_NA_B_116_Aves_all_observations"
"ebird",0,"AL_Mobile_NA_B_116_Aves_all_observations"
"other",0,"AL_Mobile_NA_B_117_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_NA_B_117_Aves_all_observations"
"ebird",0,"AL_Mobile_NA_B_117_Aves_all_observations"
"other",0,"AL_Mobile_NA_C_114_Aves_all_observations"
"iNaturalist",0,"AL_Mobile_NA_C_114_Aves_all_observations"
"ebird",0,"AL_Mobile_NA_C_114_Aves_all_observations"
"ebird",359,"AL_Montgomery_A1_A_118_Aves_all_observations"
"iNaturalist",8,"AL_Montgomery_A1_A_118_Aves_all_observations"
"other",0,"AL_Montgomery_A1_A_118_Aves_all_observations"
"ebird",355,"AL_Montgomery_A2_A_119_Aves_all_observations"
"other",0,"AL_Montgomery_A2_A_119_Aves_all_observations"
"iNaturalist",0,"AL_Montgomery_A2_A_119_Aves_all_observations"
"other",0,"AL_Montgomery_B1_B_122_Aves_all_observations"
"iNaturalist",0,"AL_Montgomery_B1_B_122_Aves_all_observations"
"ebird",0,"AL_Montgomery_B1_B_122_Aves_all_observations"
"ebird",13,"AL_Montgomery_B2_B_123_Aves_all_observations"
"other",0,"AL_Montgomery_B2_B_123_Aves_all_observations"
"iNaturalist",0,"AL_Montgomery_B2_B_123_Aves_all_observations"
"ebird",31,"AL_Montgomery_B3_B_124_Aves_all_observations"
"other",0,"AL_Montgomery_B3_B_124_Aves_all_observations"
"iNaturalist",0,"AL_Montgomery_B3_B_124_Aves_all_observations"
"ebird",21,"AL_Montgomery_B3_B_125_Aves_all_observations"
"other",0,"AL_Montgomery_B3_B_125_Aves_all_observations"
"iNaturalist",0,"AL_Montgomery_B3_B_125_Aves_all_observations"
"ebird",408,"AL_Montgomery_C1_C_126_Aves_all_observations"
"other",0,"AL_Montgomery_C1_C_126_Aves_all_observations"
"iNaturalist",0,"AL_Montgomery_C1_C_126_Aves_all_observations"
"ebird",61,"AL_Montgomery_C2_C_127_Aves_all_observations"
"other",0,"AL_Montgomery_C2_C_127_Aves_all_observations"
"iNaturalist",0,"AL_Montgomery_C2_C_127_Aves_all_observations"
"ebird",29,"AL_Montgomery_C3_C_128_Aves_all_observations"
"other",0,"AL_Montgomery_C3_C_128_Aves_all_observations"
"iNaturalist",0,"AL_Montgomery_C3_C_128_Aves_all_observations"
"iNaturalist",1,"AL_Montgomery_C4_C_130_Aves_all_observations"
"other",0,"AL_Montgomery_C4_C_130_Aves_all_observations"
"ebird",0,"AL_Montgomery_C4_C_130_Aves_all_observations"
"ebird",19,"AL_Montgomery_C6_C_132_Aves_all_observations"
"other",0,"AL_Montgomery_C6_C_132_Aves_all_observations"
"iNaturalist",0,"AL_Montgomery_C6_C_132_Aves_all_observations"
"ebird",44,"AL_Montgomery_D1_D_133_Aves_all_observations"
"other",0,"AL_Montgomery_D1_D_133_Aves_all_observations"
"iNaturalist",0,"AL_Montgomery_D1_D_133_Aves_all_observations"
"ebird",37,"AL_Montgomery_D2_D_134_Aves_all_observations"
"other",0,"AL_Montgomery_D2_D_134_Aves_all_observations"
"iNaturalist",0,"AL_Montgomery_D2_D_134_Aves_all_observations"
"iNaturalist",11,"AL_Montgomery_D3_D_135_Aves_all_observations"
"other",1,"AL_Montgomery_D3_D_135_Aves_all_observations"
"ebird",0,"AL_Montgomery_D3_D_135_Aves_all_observations"
"ebird",11900,"AL_Montgomery_D4_D_136_Aves_all_observations"
"iNaturalist",1,"AL_Montgomery_D4_D_136_Aves_all_observations"
"other",33,"AL_Montgomery_D4_D_136_Aves_all_observations"
"ebird",730,"AL_Montgomery_D5_D_137_Aves_all_observations"
"other",0,"AL_Montgomery_D5_D_137_Aves_all_observations"
"iNaturalist",0,"AL_Montgomery_D5_D_137_Aves_all_observations"
"ebird",112,"AL_Montgomery_D6_D_138_Aves_all_observations"
"other",4,"AL_Montgomery_D6_D_138_Aves_all_observations"
"iNaturalist",0,"AL_Montgomery_D6_D_138_Aves_all_observations"
"ebird",2414,"AL_Montgomery_D7_D_140_Aves_all_observations"
"other",0,"AL_Montgomery_D7_D_140_Aves_all_observations"
"iNaturalist",0,"AL_Montgomery_D7_D_140_Aves_all_observations"
"ebird",994,"AR_Little Rock_A1_A_141_Aves_all_observations"
"iNaturalist",2,"AR_Little Rock_A1_A_141_Aves_all_observations"
"other",0,"AR_Little Rock_A1_A_141_Aves_all_observations"
"ebird",8931,"AR_Little Rock_A2_A_142_Aves_all_observations"
"iNaturalist",3,"AR_Little Rock_A2_A_142_Aves_all_observations"
"other",0,"AR_Little Rock_A2_A_142_Aves_all_observations"
"ebird",8,"AR_Little Rock_A3_A_143_Aves_all_observations"
"other",0,"AR_Little Rock_A3_A_143_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_A3_A_143_Aves_all_observations"
"ebird",25,"AR_Little Rock_A4_A_144_Aves_all_observations"
"other",0,"AR_Little Rock_A4_A_144_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_A4_A_144_Aves_all_observations"
"ebird",663,"AR_Little Rock_A5_A_145_Aves_all_observations"
"iNaturalist",2,"AR_Little Rock_A5_A_145_Aves_all_observations"
"other",0,"AR_Little Rock_A5_A_145_Aves_all_observations"
"ebird",27,"AR_Little Rock_B1_B_146_Aves_all_observations"
"other",0,"AR_Little Rock_B1_B_146_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_B1_B_146_Aves_all_observations"
"ebird",999,"AR_Little Rock_B10_B_147_Aves_all_observations"
"other",0,"AR_Little Rock_B10_B_147_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_B10_B_147_Aves_all_observations"
"ebird",31,"AR_Little Rock_B11_B_148_Aves_all_observations"
"other",0,"AR_Little Rock_B11_B_148_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_B11_B_148_Aves_all_observations"
"ebird",882,"AR_Little Rock_B2_B_150_Aves_all_observations"
"other",0,"AR_Little Rock_B2_B_150_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_B2_B_150_Aves_all_observations"
"ebird",32565,"AR_Little Rock_B3_B_151_Aves_all_observations"
"other",0,"AR_Little Rock_B3_B_151_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_B3_B_151_Aves_all_observations"
"ebird",11,"AR_Little Rock_B4_B_152_Aves_all_observations"
"other",21,"AR_Little Rock_B4_B_152_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_B4_B_152_Aves_all_observations"
"ebird",20,"AR_Little Rock_B5_B_153_Aves_all_observations"
"other",0,"AR_Little Rock_B5_B_153_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_B5_B_153_Aves_all_observations"
"ebird",83,"AR_Little Rock_B6_B_154_Aves_all_observations"
"iNaturalist",3,"AR_Little Rock_B6_B_154_Aves_all_observations"
"other",1,"AR_Little Rock_B6_B_154_Aves_all_observations"
"ebird",207,"AR_Little Rock_B7_B_155_Aves_all_observations"
"other",0,"AR_Little Rock_B7_B_155_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_B7_B_155_Aves_all_observations"
"ebird",3,"AR_Little Rock_B8_B_156_Aves_all_observations"
"other",0,"AR_Little Rock_B8_B_156_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_B8_B_156_Aves_all_observations"
"iNaturalist",1,"AR_Little Rock_B9_B_157_Aves_all_observations"
"other",0,"AR_Little Rock_B9_B_157_Aves_all_observations"
"ebird",0,"AR_Little Rock_B9_B_157_Aves_all_observations"
"ebird",697,"AR_Little Rock_C1_C_158_Aves_all_observations"
"iNaturalist",1,"AR_Little Rock_C1_C_158_Aves_all_observations"
"other",0,"AR_Little Rock_C1_C_158_Aves_all_observations"
"other",0,"AR_Little Rock_C10_C_159_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_C10_C_159_Aves_all_observations"
"ebird",0,"AR_Little Rock_C10_C_159_Aves_all_observations"
"ebird",5784,"AR_Little Rock_C2_C_160_Aves_all_observations"
"iNaturalist",1,"AR_Little Rock_C2_C_160_Aves_all_observations"
"other",0,"AR_Little Rock_C2_C_160_Aves_all_observations"
"ebird",258,"AR_Little Rock_C3_C_161_Aves_all_observations"
"other",0,"AR_Little Rock_C3_C_161_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_C3_C_161_Aves_all_observations"
"ebird",38,"AR_Little Rock_C4_C_162_Aves_all_observations"
"other",0,"AR_Little Rock_C4_C_162_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_C4_C_162_Aves_all_observations"
"other",0,"AR_Little Rock_C5_C_163_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_C5_C_163_Aves_all_observations"
"ebird",0,"AR_Little Rock_C5_C_163_Aves_all_observations"
"ebird",224,"AR_Little Rock_C6_C_164_Aves_all_observations"
"other",0,"AR_Little Rock_C6_C_164_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_C6_C_164_Aves_all_observations"
"other",0,"AR_Little Rock_C7_C_165_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_C7_C_165_Aves_all_observations"
"ebird",0,"AR_Little Rock_C7_C_165_Aves_all_observations"
"ebird",41,"AR_Little Rock_D1_D_168_Aves_all_observations"
"other",0,"AR_Little Rock_D1_D_168_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_D1_D_168_Aves_all_observations"
"ebird",153,"AR_Little Rock_D2_D_169_Aves_all_observations"
"iNaturalist",2,"AR_Little Rock_D2_D_169_Aves_all_observations"
"other",0,"AR_Little Rock_D2_D_169_Aves_all_observations"
"ebird",169,"AR_Little Rock_D3_D_170_Aves_all_observations"
"other",0,"AR_Little Rock_D3_D_170_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_D3_D_170_Aves_all_observations"
"ebird",76,"AR_Little Rock_D4_D_171_Aves_all_observations"
"other",0,"AR_Little Rock_D4_D_171_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_D4_D_171_Aves_all_observations"
"ebird",2,"AR_Little Rock_D6_D_174_Aves_all_observations"
"other",0,"AR_Little Rock_D6_D_174_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_D6_D_174_Aves_all_observations"
"ebird",13,"AR_Little Rock_D7_D_175_Aves_all_observations"
"other",0,"AR_Little Rock_D7_D_175_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_D7_D_175_Aves_all_observations"
"ebird",61,"AR_Little Rock_D8_D_176_Aves_all_observations"
"other",0,"AR_Little Rock_D8_D_176_Aves_all_observations"
"iNaturalist",0,"AR_Little Rock_D8_D_176_Aves_all_observations"
"ebird",121,"AZ_Phoenix_A1_A_177_Aves_all_observations"
