id,state,city,holc_id,holc_grade,city_state,area_holc_km2,holc_tot_pop,msa_GEOID,msa_M,msa_p,msa_H,msa_ent_ratio,msa_NAME,msa_medhhincE,msa_medhhincM,msa_total_popE,msa_gini,records,observed_richness,richness,slope,sampling_density,sampling_density_log,completeness,completeness_log,ratio,mean_temp_c,mean_precip_mm,ndvi,pct_pa,pop_per_km
AL_Birmingham_B16_B_11,AL,Birmingham,B16,B,"Birmingham, AL",0.13672957122381896,192.5667248040971,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.3800558170055306,0,1408.3765719478176
AL_Birmingham_B2_B_12,AL,Birmingham,B2,B,"Birmingham, AL",1.9263791964151349,2132.3374715242644,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,4172,123,130.841712303903,0.00479386385426039,2165.7210624802315,7.680508639249717,94.006718373045,4.543366251769669,33.9186991869919,16.9034190125033,1444.08961380553,0.5044185940987742,1.4792421925095107,1106.9147110249137
AL_Birmingham_B3_B_13,AL,Birmingham,B3,B,"Birmingham, AL",0.4903243816167152,780.2929060364991,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,2,2,NA,NA,4.078932386363346,1.4058352841655162,NA,NA,1,16.9034190125033,1444.08961380553,0.49512074985414295,0.32402683391004955,1591.3810026409235
AL_Birmingham_B4_B_14,AL,Birmingham,B4,B,"Birmingham, AL",0.500627942950403,641.145897898319,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,67,33,59.0087911323182,0.149253731343286,133.8319223756107,4.896584702015143,55.9238706076906,4.0239913124059035,2.03030303030303,16.9034190125033,1444.08961380553,0.5167517465230305,0,1280.6834035667023
AL_Birmingham_B5_B_15,AL,Birmingham,B5,B,"Birmingham, AL",1.3639267831162796,3155.7472591052274,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,199,52,71.917110618131,0.0904522613065311,145.9022599038108,4.982936944811184,72.3054632660538,4.280899690155749,3.82692307692308,16.9034190125033,1444.08961380553,0.4077267387696272,3.250924404273625,2313.7218934106004
AL_Birmingham_B6_B_16,AL,Birmingham,B6,B,"Birmingham, AL",1.0960931180430813,1565.5115337012492,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.4509623341141235,0,1428.265088002968
AL_Birmingham_B7_B_17,AL,Birmingham,B7,B,"Birmingham, AL",0.2242126020513397,124.43146059476696,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,12,12,NA,NA,53.52063126787257,3.980067210740558,NA,NA,1,16.9034190125033,1444.08961380553,0.46115616207032006,0,554.9708600512781
AL_Birmingham_B8_B_18,AL,Birmingham,B8,B,"Birmingham, AL",0.41552990314923455,909.626857719246,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.4398220417296042,0,2189.07676878446
AL_Birmingham_B9_B_19,AL,Birmingham,B9,B,"Birmingham, AL",0.17914685713678843,288.59899386496653,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,181,43,57.4129062953056,0.0773480662983417,1010.3442666694208,6.91804640984492,74.8960517323888,4.316101175280463,4.2093023255814,16.9034190125033,1444.08961380553,0.4997523020795334,0,1610.9631978896812
AL_Birmingham_C1_C_20,AL,Birmingham,C1,C,"Birmingham, AL",0.16535339125173312,139.79410057918312,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.41465798278926375,0,845.4262686778605
AL_Birmingham_C1_C_21,AL,Birmingham,C1,C,"Birmingham, AL",0.11271487507495728,195.5558339356432,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.4753573352632096,0,1734.960304091144
AL_Birmingham_C1_C_22,AL,Birmingham,C1,C,"Birmingham, AL",0.9464807655985344,1160.0993730983312,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,2,2,NA,NA,2.1130910132497434,0.7481518107066564,NA,NA,1,16.9034190125033,1444.08961380553,0.4442238799911858,7.795723982222174,1225.6977798853723
AL_Birmingham_C10_C_23,AL,Birmingham,C10,C,"Birmingham, AL",0.9257655342860556,1132.4387662136364,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,2322,126,140.891409423379,0.00947459086994229,2508.194476899285,7.827318441369857,89.4305767226513,4.493462645209613,18.4285714285714,16.9034190125033,1444.08961380553,0.4566880266892805,16.175677918923213,1223.2457617759187
AL_Birmingham_C11_C_24,AL,Birmingham,C11,C,"Birmingham, AL",2.3557064736713045,5682.888308387136,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,611,78,101.392122985177,0.0441898527004838,259.3701748621394,5.558256287870776,76.9290529713077,4.342883607129996,7.83333333333333,16.9034190125033,1444.08961380553,0.3758890287644248,2.3642331499490425,2412.3923637780345
AL_Birmingham_C12_C_25,AL,Birmingham,C12,C,"Birmingham, AL",1.6716489060219086,2714.5904676970795,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,15036,107,110.262073169445,5.3205639797226e-4,8994.711715979754,9.104392096508034,97.0415274484894,4.575139004912672,140.523364485981,16.9034190125033,1444.08961380553,0.5174708822311621,0,1623.8998858660468
AL_Birmingham_C13_C_26,AL,Birmingham,C13,C,"Birmingham, AL",0.4081894620501658,633.7709580364149,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,290,68,89.0670679886598,0.065517241379311,710.4544015993228,6.565904767573827,76.3469613804486,4.335288232319267,4.26470588235294,16.9034190125033,1444.08961380553,0.3361590427408285,7.68630130868168,1552.6391956647951
AL_Birmingham_C14_C_27,AL,Birmingham,C14,C,"Birmingham, AL",2.197352446918917,3280.8609069551408,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,3,3,NA,NA,1.3652793862024908,0.31135908622975245,NA,NA,1,16.9034190125033,1444.08961380553,0.4293576754445157,0.8691479467224437,1493.0972550878205
AL_Birmingham_C15_C_28,AL,Birmingham,C15,C,"Birmingham, AL",3.120337658783348,5625.509803202731,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,12,12,NA,NA,3.84573764516207,1.3469654298533789,NA,NA,1,16.9034190125033,1444.08961380553,0.4233759166533021,1.2057853639130616,1802.8529019504176
AL_Birmingham_C16_C_29,AL,Birmingham,C16,C,"Birmingham, AL",0.501364315763166,271.77059176886695,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.3867623980469491,6.708311694443543,542.0620958138666
AL_Birmingham_C16_C_30,AL,Birmingham,C16,C,"Birmingham, AL",0.9998940095725958,1317.5903072716897,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,3,2,NA,NA,3.0003180049876974,1.0987182847128962,NA,NA,1.5,16.9034190125033,1444.08961380553,0.3958673522363084,1.1601838712623012,1317.729974034841
AL_Birmingham_C17_C_31,AL,Birmingham,C17,C,"Birmingham, AL",1.0982351665543046,949.6463813369176,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,8,8,NA,NA,7.284414343696417,1.9857370443354443,NA,NA,1,16.9034190125033,1444.08961380553,0.3921497765130941,0,864.7022152062549
AL_Birmingham_C18_C_32,AL,Birmingham,C18,C,"Birmingham, AL",0.6649924012060661,448.09528737918754,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,21,16,57.1420340645875,0.523809523809524,31.5793082175274,3.452502102872787,28.0004033141614,3.332218914148659,1.3125,16.9034190125033,1444.08961380553,0.3992756499401125,0.00259376368763792,673.8351995699467
AL_Birmingham_C19_C_33,AL,Birmingham,C19,C,"Birmingham, AL",0.7141041004899547,888.7221902323435,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.4523018282603735,0,1244.5274990335183
AL_Birmingham_C2_C_34,AL,Birmingham,C2,C,"Birmingham, AL",2.1812119367295897,2556.816790504493,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,6,5,22.4127530476193,0.666666666666667,2.7507643337933168,1.0118788126216416,22.308727488215,3.104977969086441,1.2,16.9034190125033,1444.08961380553,0.3969823878084301,0.7456554576716613,1172.2000725606097
AL_Birmingham_C20_C_35,AL,Birmingham,C20,C,"Birmingham, AL",2.713067378039844,4722.738073148979,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,1173,73,81.9494676338644,0.0153452685422053,432.3519605500831,6.06923998003264,89.0792852079906,4.489526818198807,16.0684931506849,16.9034190125033,1444.08961380553,0.4918010113423912,0.4028214712019086,1740.7374808955524
AL_Birmingham_C3_C_36,AL,Birmingham,C3,C,"Birmingham, AL",7.049008427924374,7122.338675181149,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,959,97,121.870325009311,0.0385818561001088,136.04750367455352,4.913004116472557,79.5927966817098,4.376923594807144,9.88659793814433,16.9034190125033,1444.08961380553,0.4755977492307632,4.560636514412079,1010.4029166664462
AL_Birmingham_C4_C_37,AL,Birmingham,C4,C,"Birmingham, AL",0.3423812212362552,509.8667429278439,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.4487969358072727,8.105600484422355,1489.1784692128829
AL_Birmingham_C5_C_38,AL,Birmingham,C5,C,"Birmingham, AL",0.7297931874731046,803.8914643198261,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.4340234866537302,0.6107343296663857,1101.5332536924404
AL_Birmingham_C6_C_39,AL,Birmingham,C6,C,"Birmingham, AL",1.052563601965674,1573.4086885572592,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,124,44,67.0140738453071,0.12096774193548,117.80760779531865,4.769052851435354,65.6578498742936,4.184457165181708,2.81818181818182,16.9034190125033,1444.08961380553,0.45542637248856577,3.3227209776120517,1494.8347877685505
AL_Birmingham_C7_C_40,AL,Birmingham,C7,C,"Birmingham, AL",1.7756223187290907,2168.4402329334553,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,5,5,NA,NA,2.8159141430362125,1.03528694885238,NA,NA,1,16.9034190125033,1444.08961380553,0.44299677596226406,1.007180192143534,1221.2283040492111
AL_Birmingham_C8_C_41,AL,Birmingham,C8,C,"Birmingham, AL",0.8078929936129707,626.8760275905678,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,262,53,87.2324195249483,0.110687022900763,324.30037402393134,5.781670166639562,60.7572279762825,4.1068860541766705,4.94339622641509,16.9034190125033,1444.08961380553,0.45533097952754137,6.468334876411605,775.9394282986925
AL_Birmingham_C9_C_42,AL,Birmingham,C9,C,"Birmingham, AL",1.0535403160743686,2699.20821549036,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,31,23,80.3023198392619,0.516129032258064,29.42459773681004,3.381830982256294,28.6417628357913,3.354865891727253,1.34782608695652,16.9034190125033,1444.08961380553,0.3098110263340113,3.205967514169733,2562.0359983450553
AL_Birmingham_D1_D_43,AL,Birmingham,D1,D,"Birmingham, AL",9.2720926574890985,6467.541623863514,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,272,69,97.1860771728278,0.0882352941176521,29.33534101175151,3.3787929670503796,70.9978239756462,4.2626492283413135,3.94202898550725,16.9034190125033,1444.08961380553,0.3899832508593251,2.0967197037512717,697.527717072549
AL_Birmingham_D10_D_44,AL,Birmingham,D10,D,"Birmingham, AL",1.7465337779196906,767.9408800325303,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,336,66,86.3190448859318,0.0863095238095184,192.3810488224351,5.259478034536384,76.4605309143737,4.336774671932019,5.09090909090909,16.9034190125033,1444.08961380553,0.44855020250731825,4.734849474311768,439.69426170917257
AL_Birmingham_D11_D_45,AL,Birmingham,D11,D,"Birmingham, AL",0.4726075739086864,382.25816015408583,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,2,1,NA,NA,4.231840771105426,1.4426370688730727,NA,NA,2,16.9034190125033,1444.08961380553,0.453325508878022,0.0175096136902275,808.827833613904
AL_Birmingham_D12_D_46,AL,Birmingham,D12,D,"Birmingham, AL",0.8361530048928815,216.5168240813536,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.5380005496744449,0,258.9440243763656
AL_Birmingham_D13_D_47,AL,Birmingham,D13,D,"Birmingham, AL",2.842136955409635,2310.7025302187058,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.5599904959073405,0,813.01589841425
AL_Birmingham_D14_D_48,AL,Birmingham,D14,D,"Birmingham, AL",4.3015598328748315,1055.7775224580578,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,2489,117,125.491434343127,0.00924065889915937,578.6273111855204,6.360658593615257,93.233455026174,4.5351066167892995,21.2735042735043,16.9034190125033,1444.08961380553,0.5042631862861063,0,245.44062235034804
AL_Birmingham_D15_D_49,AL,Birmingham,D15,D,"Birmingham, AL",2.015088423197015,288.4089438330887,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.5369785924939652,0,143.12470882816984
AL_Birmingham_D16_D_50,AL,Birmingham,D16,D,"Birmingham, AL",0.1855254527212144,15.309199835864854,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.5490110303849376,0,82.51805674809322
AL_Birmingham_D16_D_51,AL,Birmingham,D16,D,"Birmingham, AL",0.1381483864232402,6.042626717553343,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.5335537833826377,0,43.74011795578102
AL_Birmingham_D16_D_52,AL,Birmingham,D16,D,"Birmingham, AL",0.8161545103425082,33.72281003064943,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.5349931841214719,0,41.31914925826641
AL_Birmingham_D16_D_53,AL,Birmingham,D16,D,"Birmingham, AL",0.23058546478634945,122.20983643946732,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.5794007462715086,0,529.9980055234691
AL_Birmingham_D17_D_54,AL,Birmingham,D17,D,"Birmingham, AL",6.486109060865131,1550.1378378130232,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,13,10,42.0442737003676,0.615384615384615,2.004283288795954,0.6952865349066261,23.784451769261,3.16903208018665,1.3,16.9034190125033,1444.08961380553,0.5236326174083481,0,238.99348951222578
AL_Birmingham_D18_D_55,AL,Birmingham,D18,D,"Birmingham, AL",1.4079724548694734,155.66980065911957,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.5348608827235551,2.5124405917189523,110.56310094756151
AL_Birmingham_D19_D_56,AL,Birmingham,D19,D,"Birmingham, AL",0.6622910404346962,325.52700457760085,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.5585820855593897,0.9234853497294132,491.51654590395856
AL_Birmingham_D19_D_57,AL,Birmingham,D19,D,"Birmingham, AL",1.9741788537014544,1171.8596318970224,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.5471784678512911,0,593.5934475743488
AL_Birmingham_D2_D_58,AL,Birmingham,D2,D,"Birmingham, AL",8.777897698760828,7486.268224833752,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,259,63,84.0055464835385,0.0694980694980671,29.505926007381348,3.3845911247779132,74.9950481095261,4.3174220861502315,4.11111111111111,16.9034190125033,1444.08961380553,0.4330944873365813,2.669033364626756,852.8543487002116
AL_Birmingham_D20_D_59,AL,Birmingham,D20,D,"Birmingham, AL",2.1776546430667545,305.3478131238461,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.5380368568946184,1.79642436766323,140.218658682182
AL_Birmingham_D20_D_60,AL,Birmingham,D20,D,"Birmingham, AL",3.0681818362510582,401.08625635442337,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.57814301005037,0.912790641729528,130.72440870861212
AL_Birmingham_D21_D_61,AL,Birmingham,D21,D,"Birmingham, AL",0.5197324387721728,440.155447195423,13820,0.40642802320425914,0.00533891418174456,0.4082595395998858,0.706590986272023,"Birmingham-Hoover, AL Metro Area",57447,838.8085106382978,1085330,0.29840232968322766,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9034190125033,1444.08961380553,0.5096287356536908,3.169571405157503,846.8885417951894
