city_state,city,state,year,id,id2,holc_polygon,holc_grade,lat,lon,area_holc_km2,sum_bird_obs
"Birmingham, AL",Birmingham,AL,2013,AL_Birmingham_A2_A_2,"Birmingham, AL A2",AL_Birmingham_A2_A_2_Aves_all_observations,A,33.500404,-86.77429,2.66811689345651,37
"Birmingham, AL",Birmingham,AL,1977,AL_Birmingham_A3_A_3,"Birmingham, AL A3",AL_Birmingham_A3_A_3_Aves_all_observations,A,33.501007,-86.752144,1.2424122172628,24
"Birmingham, AL",Birmingham,AL,2016,AL_Birmingham_A3_A_3,"Birmingham, AL A3",AL_Birmingham_A3_A_3_Aves_all_observations,A,33.501007,-86.752144,1.2424122172628,6
"Birmingham, AL",Birmingham,AL,2014,AL_Birmingham_A3_A_3,"Birmingham, AL A3",AL_Birmingham_A3_A_3_Aves_all_observations,A,33.501007,-86.752144,1.2424122172628,1
"Birmingham, AL",Birmingham,AL,1999,AL_Birmingham_A3_A_3,"Birmingham, AL A3",AL_Birmingham_A3_A_3_Aves_all_observations,A,33.501007,-86.752144,1.2424122172628,1
"Birmingham, AL",Birmingham,AL,2007,AL_Birmingham_A3_A_3,"Birmingham, AL A3",AL_Birmingham_A3_A_3_Aves_all_observations,A,33.501007,-86.752144,1.2424122172628,34
"Birmingham, AL",Birmingham,AL,2012,AL_Birmingham_A3_A_3,"Birmingham, AL A3",AL_Birmingham_A3_A_3_Aves_all_observations,A,33.501007,-86.752144,1.2424122172628,1
"Birmingham, AL",Birmingham,AL,2009,AL_Birmingham_A3_A_3,"Birmingham, AL A3",AL_Birmingham_A3_A_3_Aves_all_observations,A,33.501007,-86.752144,1.2424122172628,23
"Birmingham, AL",Birmingham,AL,2008,AL_Birmingham_A3_A_3,"Birmingham, AL A3",AL_Birmingham_A3_A_3_Aves_all_observations,A,33.501007,-86.752144,1.2424122172628,86
"Birmingham, AL",Birmingham,AL,2004,AL_Birmingham_A3_A_3,"Birmingham, AL A3",AL_Birmingham_A3_A_3_Aves_all_observations,A,33.501007,-86.752144,1.2424122172628,14
"Birmingham, AL",Birmingham,AL,2021,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,1010
"Birmingham, AL",Birmingham,AL,2017,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,115
"Birmingham, AL",Birmingham,AL,2016,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,109
"Birmingham, AL",Birmingham,AL,2022,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,1
"Birmingham, AL",Birmingham,AL,2020,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,2044
"Birmingham, AL",Birmingham,AL,2019,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,3528
"Birmingham, AL",Birmingham,AL,2018,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,85
"Birmingham, AL",Birmingham,AL,2015,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,207
"Birmingham, AL",Birmingham,AL,2014,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,100
"Birmingham, AL",Birmingham,AL,2013,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,25
"Birmingham, AL",Birmingham,AL,2009,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,60
"Birmingham, AL",Birmingham,AL,2008,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,283
"Birmingham, AL",Birmingham,AL,2012,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,1
"Birmingham, AL",Birmingham,AL,2007,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,54
"Birmingham, AL",Birmingham,AL,2006,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,127
"Birmingham, AL",Birmingham,AL,2005,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,59
"Birmingham, AL",Birmingham,AL,2002,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,81
"Birmingham, AL",Birmingham,AL,2004,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,1
"Birmingham, AL",Birmingham,AL,2001,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,84
"Birmingham, AL",Birmingham,AL,1999,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,40
"Birmingham, AL",Birmingham,AL,2000,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,114
"Birmingham, AL",Birmingham,AL,2003,AL_Birmingham_B1_B_4,"Birmingham, AL B1",AL_Birmingham_B1_B_4_Aves_all_observations,B,33.4779,-86.78221,4.53855606333631,7
"Birmingham, AL",Birmingham,AL,2013,AL_Birmingham_B10_B_5,"Birmingham, AL B10",AL_Birmingham_B10_B_5_Aves_all_observations,B,33.530544,-86.75477,0.158484490724242,1
"Birmingham, AL",Birmingham,AL,2020,AL_Birmingham_B11_B_6,"Birmingham, AL B11",AL_Birmingham_B11_B_6_Aves_all_observations,B,33.517455,-86.843199,0.450136360050272,2
"Birmingham, AL",Birmingham,AL,2018,AL_Birmingham_B11_B_6,"Birmingham, AL B11",AL_Birmingham_B11_B_6_Aves_all_observations,B,33.517455,-86.843199,0.450136360050272,1
"Birmingham, AL",Birmingham,AL,2019,AL_Birmingham_B12_B_7,"Birmingham, AL B12",AL_Birmingham_B12_B_7_Aves_all_observations,B,33.491832,-86.898446,0.767726107228105,3
"Birmingham, AL",Birmingham,AL,2022,AL_Birmingham_B13_B_8,"Birmingham, AL B13",AL_Birmingham_B13_B_8_Aves_all_observations,B,33.486416,-86.816313,0.432251309962102,3
"Birmingham, AL",Birmingham,AL,2021,AL_Birmingham_B13_B_8,"Birmingham, AL B13",AL_Birmingham_B13_B_8_Aves_all_observations,B,33.486416,-86.816313,0.432251309962102,6
"Birmingham, AL",Birmingham,AL,2019,AL_Birmingham_B13_B_8,"Birmingham, AL B13",AL_Birmingham_B13_B_8_Aves_all_observations,B,33.486416,-86.816313,0.432251309962102,7
"Birmingham, AL",Birmingham,AL,2020,AL_Birmingham_B13_B_8,"Birmingham, AL B13",AL_Birmingham_B13_B_8_Aves_all_observations,B,33.486416,-86.816313,0.432251309962102,2
"Birmingham, AL",Birmingham,AL,2017,AL_Birmingham_B13_B_8,"Birmingham, AL B13",AL_Birmingham_B13_B_8_Aves_all_observations,B,33.486416,-86.816313,0.432251309962102,6
"Birmingham, AL",Birmingham,AL,2022,AL_Birmingham_B14_B_9,"Birmingham, AL B14",AL_Birmingham_B14_B_9_Aves_all_observations,B,33.579947,-86.701287,1.64687632315362,1
"Birmingham, AL",Birmingham,AL,2021,AL_Birmingham_B14_B_9,"Birmingham, AL B14",AL_Birmingham_B14_B_9_Aves_all_observations,B,33.579947,-86.701287,1.64687632315362,451
"Birmingham, AL",Birmingham,AL,2020,AL_Birmingham_B14_B_9,"Birmingham, AL B14",AL_Birmingham_B14_B_9_Aves_all_observations,B,33.579947,-86.701287,1.64687632315362,484
"Birmingham, AL",Birmingham,AL,2019,AL_Birmingham_B14_B_9,"Birmingham, AL B14",AL_Birmingham_B14_B_9_Aves_all_observations,B,33.579947,-86.701287,1.64687632315362,656
"Birmingham, AL",Birmingham,AL,2018,AL_Birmingham_B14_B_9,"Birmingham, AL B14",AL_Birmingham_B14_B_9_Aves_all_observations,B,33.579947,-86.701287,1.64687632315362,667
"Birmingham, AL",Birmingham,AL,2017,AL_Birmingham_B14_B_9,"Birmingham, AL B14",AL_Birmingham_B14_B_9_Aves_all_observations,B,33.579947,-86.701287,1.64687632315362,853
"Birmingham, AL",Birmingham,AL,2016,AL_Birmingham_B14_B_9,"Birmingham, AL B14",AL_Birmingham_B14_B_9_Aves_all_observations,B,33.579947,-86.701287,1.64687632315362,1138
"Birmingham, AL",Birmingham,AL,2015,AL_Birmingham_B14_B_9,"Birmingham, AL B14",AL_Birmingham_B14_B_9_Aves_all_observations,B,33.579947,-86.701287,1.64687632315362,1658
"Birmingham, AL",Birmingham,AL,2014,AL_Birmingham_B14_B_9,"Birmingham, AL B14",AL_Birmingham_B14_B_9_Aves_all_observations,B,33.579947,-86.701287,1.64687632315362,946
"Birmingham, AL",Birmingham,AL,2021,AL_Birmingham_B16_B_11,"Birmingham, AL B16",AL_Birmingham_B16_B_11_Aves_all_observations,B,33.502303,-86.755637,0.136729571223819,1
"Birmingham, AL",Birmingham,AL,2020,AL_Birmingham_B16_B_11,"Birmingham, AL B16",AL_Birmingham_B16_B_11_Aves_all_observations,B,33.502303,-86.755637,0.136729571223819,4
"Birmingham, AL",Birmingham,AL,2019,AL_Birmingham_B16_B_11,"Birmingham, AL B16",AL_Birmingham_B16_B_11_Aves_all_observations,B,33.502303,-86.755637,0.136729571223819,1
"Birmingham, AL",Birmingham,AL,2022,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,3
"Birmingham, AL",Birmingham,AL,2021,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,4256
"Birmingham, AL",Birmingham,AL,2020,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,1798
"Birmingham, AL",Birmingham,AL,2019,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,1285
"Birmingham, AL",Birmingham,AL,2018,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,495
"Birmingham, AL",Birmingham,AL,2017,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,2
"Birmingham, AL",Birmingham,AL,2016,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,20
"Birmingham, AL",Birmingham,AL,2015,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,19
"Birmingham, AL",Birmingham,AL,2014,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,14
"Birmingham, AL",Birmingham,AL,2013,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,1
"Birmingham, AL",Birmingham,AL,2012,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,89
"Birmingham, AL",Birmingham,AL,2010,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,12
"Birmingham, AL",Birmingham,AL,2009,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,68
"Birmingham, AL",Birmingham,AL,2008,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,82
"Birmingham, AL",Birmingham,AL,2007,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,16
"Birmingham, AL",Birmingham,AL,2005,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,27
"Birmingham, AL",Birmingham,AL,2003,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,12
"Birmingham, AL",Birmingham,AL,2002,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,32
"Birmingham, AL",Birmingham,AL,2001,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,86
"Birmingham, AL",Birmingham,AL,2000,AL_Birmingham_B2_B_12,"Birmingham, AL B2",AL_Birmingham_B2_B_12_Aves_all_observations,B,33.513393,-86.763271,1.92637919641513,128
"Birmingham, AL",Birmingham,AL,2021,AL_Birmingham_B3_B_13,"Birmingham, AL B3",AL_Birmingham_B3_B_13_Aves_all_observations,B,33.49107,-86.79117,0.490324381616715,141
"Birmingham, AL",Birmingham,AL,2019,AL_Birmingham_B3_B_13,"Birmingham, AL B3",AL_Birmingham_B3_B_13_Aves_all_observations,B,33.49107,-86.79117,0.490324381616715,2
"Birmingham, AL",Birmingham,AL,2021,AL_Birmingham_B4_B_14,"Birmingham, AL B4",AL_Birmingham_B4_B_14_Aves_all_observations,B,33.451763,-86.8132,0.500627942950403,25
"Birmingham, AL",Birmingham,AL,2020,AL_Birmingham_B4_B_14,"Birmingham, AL B4",AL_Birmingham_B4_B_14_Aves_all_observations,B,33.451763,-86.8132,0.500627942950403,1
"Birmingham, AL",Birmingham,AL,2018,AL_Birmingham_B4_B_14,"Birmingham, AL B4",AL_Birmingham_B4_B_14_Aves_all_observations,B,33.451763,-86.8132,0.500627942950403,1
"Birmingham, AL",Birmingham,AL,2016,AL_Birmingham_B4_B_14,"Birmingham, AL B4",AL_Birmingham_B4_B_14_Aves_all_observations,B,33.451763,-86.8132,0.500627942950403,47
"Birmingham, AL",Birmingham,AL,2015,AL_Birmingham_B4_B_14,"Birmingham, AL B4",AL_Birmingham_B4_B_14_Aves_all_observations,B,33.451763,-86.8132,0.500627942950403,18
"Birmingham, AL",Birmingham,AL,2022,AL_Birmingham_B5_B_15,"Birmingham, AL B5",AL_Birmingham_B5_B_15_Aves_all_observations,B,33.50612,-86.780813,1.36392678311628,1
"Birmingham, AL",Birmingham,AL,2021,AL_Birmingham_B5_B_15,"Birmingham, AL B5",AL_Birmingham_B5_B_15_Aves_all_observations,B,33.50612,-86.780813,1.36392678311628,392
"Birmingham, AL",Birmingham,AL,2020,AL_Birmingham_B5_B_15,"Birmingham, AL B5",AL_Birmingham_B5_B_15_Aves_all_observations,B,33.50612,-86.780813,1.36392678311628,74
"Birmingham, AL",Birmingham,AL,2019,AL_Birmingham_B5_B_15,"Birmingham, AL B5",AL_Birmingham_B5_B_15_Aves_all_observations,B,33.50612,-86.780813,1.36392678311628,41
"Birmingham, AL",Birmingham,AL,2018,AL_Birmingham_B5_B_15,"Birmingham, AL B5",AL_Birmingham_B5_B_15_Aves_all_observations,B,33.50612,-86.780813,1.36392678311628,23
"Birmingham, AL",Birmingham,AL,2016,AL_Birmingham_B5_B_15,"Birmingham, AL B5",AL_Birmingham_B5_B_15_Aves_all_observations,B,33.50612,-86.780813,1.36392678311628,2
"Birmingham, AL",Birmingham,AL,2012,AL_Birmingham_B5_B_15,"Birmingham, AL B5",AL_Birmingham_B5_B_15_Aves_all_observations,B,33.50612,-86.780813,1.36392678311628,1
"Birmingham, AL",Birmingham,AL,2009,AL_Birmingham_B5_B_15,"Birmingham, AL B5",AL_Birmingham_B5_B_15_Aves_all_observations,B,33.50612,-86.780813,1.36392678311628,1
"Birmingham, AL",Birmingham,AL,2007,AL_Birmingham_B5_B_15,"Birmingham, AL B5",AL_Birmingham_B5_B_15_Aves_all_observations,B,33.50612,-86.780813,1.36392678311628,17
"Birmingham, AL",Birmingham,AL,2006,AL_Birmingham_B5_B_15,"Birmingham, AL B5",AL_Birmingham_B5_B_15_Aves_all_observations,B,33.50612,-86.780813,1.36392678311628,18
"Birmingham, AL",Birmingham,AL,2005,AL_Birmingham_B5_B_15,"Birmingham, AL B5",AL_Birmingham_B5_B_15_Aves_all_observations,B,33.50612,-86.780813,1.36392678311628,20
"Birmingham, AL",Birmingham,AL,2017,AL_Birmingham_B7_B_17,"Birmingham, AL B7",AL_Birmingham_B7_B_17_Aves_all_observations,B,33.500088,-86.83866,0.22421260205134,12
"Birmingham, AL",Birmingham,AL,2021,AL_Birmingham_B9_B_19,"Birmingham, AL B9",AL_Birmingham_B9_B_19_Aves_all_observations,B,33.557,-86.716415,0.179146857136788,11
"Birmingham, AL",Birmingham,AL,2017,AL_Birmingham_B9_B_19,"Birmingham, AL B9",AL_Birmingham_B9_B_19_Aves_all_observations,B,33.557,-86.716415,0.179146857136788,1
"Birmingham, AL",Birmingham,AL,2014,AL_Birmingham_B9_B_19,"Birmingham, AL B9",AL_Birmingham_B9_B_19_Aves_all_observations,B,33.557,-86.716415,0.179146857136788,17
"Birmingham, AL",Birmingham,AL,2013,AL_Birmingham_B9_B_19,"Birmingham, AL B9",AL_Birmingham_B9_B_19_Aves_all_observations,B,33.557,-86.716415,0.179146857136788,68
"Birmingham, AL",Birmingham,AL,2012,AL_Birmingham_B9_B_19,"Birmingham, AL B9",AL_Birmingham_B9_B_19_Aves_all_observations,B,33.557,-86.716415,0.179146857136788,95
"Birmingham, AL",Birmingham,AL,2020,AL_Birmingham_C1_C_22,"Birmingham, AL C1",AL_Birmingham_C1_C_22_Aves_all_observations,C,33.537422,-86.79364,0.165353391251733,2
"Birmingham, AL",Birmingham,AL,2022,AL_Birmingham_C10_C_23,"Birmingham, AL C10",AL_Birmingham_C10_C_23_Aves_all_observations,C,33.521787,-86.77205,0.112714875074957,2
"Birmingham, AL",Birmingham,AL,2021,AL_Birmingham_C10_C_23,"Birmingham, AL C10",AL_Birmingham_C10_C_23_Aves_all_observations,C,33.521787,-86.77205,0.112714875074957,753
"Birmingham, AL",Birmingham,AL,2020,AL_Birmingham_C10_C_23,"Birmingham, AL C10",AL_Birmingham_C10_C_23_Aves_all_observations,C,33.521787,-86.77205,0.112714875074957,515
"Birmingham, AL",Birmingham,AL,2018,AL_Birmingham_C10_C_23,"Birmingham, AL C10",AL_Birmingham_C10_C_23_Aves_all_observations,C,33.521787,-86.77205,0.112714875074957,277
"Birmingham, AL",Birmingham,AL,2019,AL_Birmingham_C10_C_23,"Birmingham, AL C10",AL_Birmingham_C10_C_23_Aves_all_observations,C,33.521787,-86.77205,0.112714875074957,150
"Birmingham, AL",Birmingham,AL,1997,AL_Birmingham_C10_C_23,"Birmingham, AL C10",AL_Birmingham_C10_C_23_Aves_all_observations,C,33.521787,-86.77205,0.112714875074957,3
"Birmingham, AL",Birmingham,AL,2017,AL_Birmingham_C10_C_23,"Birmingham, AL C10",AL_Birmingham_C10_C_23_Aves_all_observations,C,33.521787,-86.77205,0.112714875074957,177
"Birmingham, AL",Birmingham,AL,2016,AL_Birmingham_C10_C_23,"Birmingham, AL C10",AL_Birmingham_C10_C_23_Aves_all_observations,C,33.521787,-86.77205,0.112714875074957,433
"Birmingham, AL",Birmingham,AL,2015,AL_Birmingham_C10_C_23,"Birmingham, AL C10",AL_Birmingham_C10_C_23_Aves_all_observations,C,33.521787,-86.77205,0.112714875074957,541
"Birmingham, AL",Birmingham,AL,2014,AL_Birmingham_C10_C_23,"Birmingham, AL C10",AL_Birmingham_C10_C_23_Aves_all_observations,C,33.521787,-86.77205,0.112714875074957,86
"Birmingham, AL",Birmingham,AL,2012,AL_Birmingham_C10_C_23,"Birmingham, AL C10",AL_Birmingham_C10_C_23_Aves_all_observations,C,33.521787,-86.77205,0.112714875074957,49
"Birmingham, AL",Birmingham,AL,2021,AL_Birmingham_C11_C_24,"Birmingham, AL C11",AL_Birmingham_C11_C_24_Aves_all_observations,C,33.495377,-86.79927,0.946480765598534,124
"Birmingham, AL",Birmingham,AL,2020,AL_Birmingham_C11_C_24,"Birmingham, AL C11",AL_Birmingham_C11_C_24_Aves_all_observations,C,33.495377,-86.79927,0.946480765598534,101
